N,P,K,temperature,humidity,ph,rainfall,label
82,46,41,23.325013100000003,79.79609448,6.581693772,187.3096148,jute
43,64,47,38.58954491,91.58076549,6.8256647820000005,102.27082309999999,papaya
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans
26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000003,pigeonpeas
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,apple
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango
96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,muskmelon
76,44,45,25.487968399999996,84.48235878,6.740947635,168.7848886,jute
37,36,27,27.552973600000005,47.90859131,5.910634533,90.40332704,mango
91,12,46,24.64458469,85.49938185,6.3439425179999995,48.31219031,watermelon
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute
1,29,29,27.32961444,49.30347234,6.052026047000001,93.53197359,mango
20,67,19,19.24462755,50.54495302,5.671419084,180.64652819999998,pigeonpeas
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram
89,91,55,25.08347445,80.26173100000003,6.275572297999999,94.32961456,banana
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans
85,95,47,25.94019018,78.3422098,6.211833161,119.84796999999999,banana
8,136,201,41.65602996,82.22118237,5.6092559920000005,74.19664838,grapes
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,lentil
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
121,53,19,23.51308653,76.72621429,7.976889497999999,80.11272117,cotton
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,apple
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,apple
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana
35,142,203,21.17089176,90.23730166,5.895319002000001,123.6495149,apple
103,51,20,22.80213132,84.14668447,7.0466074339999984,91.63895649999999,cotton
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,blackgram
113,28,48,28.87726019,92.48839665,6.170520517999999,24.44267592,muskmelon
89,25,54,24.69368934,85.56967628,6.353107392999999,48.99390828,watermelon
113,21,33,26.02241444,55.83288958,7.277422737999999,176.90209240000004,coffee
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,jute
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea
84,40,43,25.01157559,88.33130229999998,7.228268227999999,169.4168014,jute
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes
62,59,41,24.2248758,74.89465426,7.175170657000001,192.4931257,jute
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,apple
40,132,202,24.57558351,80.70695797,5.9718130060000005,69.706113,grapes
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
0,5,36,24.35193812,90.88612388,6.152906502,105.52918500000001,pomegranate
62,56,35,25.97825807,81.65769588,6.235357637999999,163.3488091,jute
90,86,55,27.96236771,84.15403614,5.644486582000001,97.55986676,banana
9,59,24,20.43517772,39.37252634,4.747352458,137.22796619999997,pigeonpeas
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
76,40,43,25.15745531,83.11713476,5.070175667,231.38431630000002,rice
25,64,20,33.15122581,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes
30,143,199,23.76881552,90.59810302,5.7983508000000015,102.26485459999999,apple
42,58,25,27.45853567,62.90020977,6.513620917999999,69.46020927,blackgram
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee
117,25,54,28.68275966,92.50969311,6.150686363999999,29.11187663,muskmelon
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes
29,78,25,19.95991719,59.33157782,5.982854522999999,195.787103,pigeonpeas
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee
10,5,5,21.21306973,91.35349216,7.8178464960000005,112.9834361,orange
108,94,47,27.35911627,84.54625006,6.387431382999999,90.81250457,banana
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
11,124,204,13.42988625,80.06633966,6.361141107000001,71.40043037,grapes
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,lentil
