시군명,상호명,소재지도로명주소,소재지지번주소,전화번호,사업장구분,사업장규모,월배출예상량(Kg),일배출예상량(Kg),처리방법구분,위탁업소명,위도,경도,데이터기준일자,비고
고양시,(주)아워홈 일산글로벌라이프센터점,,,,집단급식소,350,,,위탁재활용,,,,2021-06-25,
고양시,(주)아워홈 일산차병원산후조리원점,,,,집단급식소,150,,,위탁재활용,,,,2021-06-25,
고양시,(주)아워홈법원공무원교육원,,,,집단급식소,500,,,위탁재활용,,,,2021-06-25,
고양시,(주)아펙스다이나믹스코리아아이엔시,,,,음식점,1208.51,,,위탁재활용,,,,2021-06-25,
고양시,(주)엔에프컴퍼니,,,,음식점,340.8,,,위탁재활용,,,,2021-06-25,
고양시,(주)엔조이푸드시스템(일산생갈비풍동지점),,,,음식점,757.95,,,위탁재활용,,,,2021-06-25,
고양시,(주)엘에스씨푸드 데이케어 일산점,,,,집단급식소,120,,,위탁재활용,,,,2021-06-25,
고양시,(주)오티디코퍼레이션(부스트하우스),,,,음식점,496,,,위탁재활용,,,,2021-06-25,
고양시,(주)올림픽컨트리클럽,,,,음식점,334.64,,,위탁재활용,,,,2021-06-25,
고양시,(주)원신산업(보미식자재마트),,,,대규모점포,631.29,,,위탁재활용,,,,2021-06-25,
고양시,(주)유유,,,,음식점,991.3,,,위탁재활용,,,,2021-06-25,
고양시,(주)윤월드푸드코리아 이십사절기,,,,음식점,248.89,,,위탁재활용,,,,2021-06-25,
고양시,(주)일오,,,,음식점,200.97,,,위탁재활용,,,,2021-06-25,
고양시,(주)임가네한우마을풍동,,,,음식점,701.22,,,위탁재활용,,,,2021-06-25,
고양시,(주)전한 강강술래 늘봄농원점,,,,음식점,3481.38,,,위탁재활용,,,,2021-06-25,
고양시,(주)정정당당(양촌리),,,,음식점,577,,,위탁재활용,,,,2021-06-25,
고양시,(주)제이앤엘뮤직코리아,,,,음식점,249,,,위탁재활용,,,,2021-06-25,
고양시,(주)제이투비,,,,음식점,310.5,,,위탁재활용,,,,2021-06-25,
고양시,(주)코리아푸드 동산점(삼송농산물종합유통센터 직원식당),,,,집단급식소,200,,,위탁재활용,,,,2021-06-25,
고양시,(주)트리니,,,,음식점,306,,,위탁재활용,,,,2021-06-25,
고양시,(주)푸디스트 일산테크노타운점,,,,집단급식소,600,,,위탁재활용,,,,2021-06-25,
고양시,(주)푸르웰,,,,집단급식소,306,,,위탁재활용,,,,2021-06-25,
고양시,(주)플로렌스(플로렌스파티하우스 일산파주점),,,,음식점,785.38,,,위탁재활용,,,,2021-06-25,
고양시,(주)해오름한정식,,,,음식점,658.71,,,위탁재활용,,,,2021-06-25,
고양시,(주)현대그린푸드 국민은행일산연수원,,,,집단급식소,160,,,위탁재활용,,,,2021-06-25,
고양시,(주)현대그린푸드 현대모터스튜디오,,,,집단급식소,530,,,위탁재활용,,,,2021-06-25,
고양시,108@돌삼겹,,,,음식점,206.8,,,위탁재활용,,,,2021-06-25,
고양시,1943 화정점,,,,음식점,271,,,위탁재활용,,,,2021-06-25,
고양시,1943클래식(1943Classic),,,,음식점,245.64,,,위탁재활용,,,,2021-06-25,
고양시,1988청춘낙지 행신점,,,,음식점,252.27,,,위탁재활용,,,,2021-06-25,
고양시,88수산,,,,음식점,291.6,,,위탁재활용,,,,2021-06-25,
고양시,Fabrik.H(파브릭에이치),,,,음식점,221.76,,,위탁재활용,,,,2021-06-25,
고양시,VIPS 일산점,,,,음식점,1405,,,위탁재활용,,,,2021-06-25,
고양시,㈜고양식당,,,,음식점,200.88,,,위탁재활용,,,,2021-06-25,
고양시,㈜더에스에프앤에이(린생사진관),,,,음식점,204.4,,,위탁재활용,,,,2021-06-25,
고양시,㈜봉푸드 스타필드고양점(용호동낙지),,,,음식점,285.78,,,위탁재활용,,,,2021-06-25,
고양시,㈜비에프에스글로벌 장사랑 고양점,,,,음식점,241.01,,,위탁재활용,,,,2021-06-25,
고양시,㈜비케이알[버거킹고양덕양FS점],,,,음식점,250.88,,,위탁재활용,,,,2021-06-25,
고양시,㈜비케이알[버거킹스타필드고양점],,,,음식점,229,,,위탁재활용,,,,2021-06-25,
고양시,㈜솔향기,,,,음식점,215.33,,,위탁재활용,,,,2021-06-25,
고양시,㈜송추가마골 스타필드 고양지점,,,,음식점,285.75,,,위탁재활용,,,,2021-06-25,
고양시,㈜스타럭스 스폰티니 고양스타필드점,,,,음식점,203.73,,,위탁재활용,,,,2021-06-25,
고양시,㈜신세계푸드 쿠팡고양물류센터,,,,집단급식소,450,,,위탁재활용,,,,2021-06-25,
고양시,㈜앤드테라스,,,,음식점,1922.9,,,위탁재활용,,,,2021-06-25,
고양시,㈜캘리스코 사보텐 스타필드고양점,,,,음식점,226.12,,,위탁재활용,,,,2021-06-25,
고양시,㈜케이에프씨코리아 화정점,,,,음식점,296.6,,,위탁재활용,,,,2021-06-25,
고양시,㈜코리아푸드 백반하우스 원흥점,,,,음식점,243.79,,,위탁재활용,,,,2021-06-25,
고양시,㈜팔당냉면본점,,,,음식점,352.57,,,위탁재활용,,,,2021-06-25,
고양시,眞25時해장국(진25시해장국),,,,음식점,270.18,,,위탁재활용,,,,2021-06-25,
고양시,가나안 장어마을,,,,음식점,264.48,,,위탁재활용,,,,2021-06-25,
고양시,가람중학교,,,,집단급식소,710,,,위탁재활용,,,,2021-06-25,
고양시,가람초등학교,,,,집단급식소,770,,,위탁재활용,,,,2021-06-25,
고양시,가좌고등학교,,,,집단급식소,900,,,위탁재활용,,,,2021-06-25,
고양시,가좌초등학교,,,,집단급식소,900,,,위탁재활용,,,,2021-06-25,
고양시,갈비도락 탄현점,,,,음식점,631.45,,,위탁재활용,,,,2021-06-25,
고양시,감동까스 앤 함바그,,,,음식점,224.06,,,위탁재활용,,,,2021-06-25,
고양시,강릉집,,,,음식점,268.02,,,위탁재활용,,,,2021-06-25,
고양시,강북성심요양병원,,,,집단급식소,600,,,자가처리,,,,2021-06-25,
고양시,강선초등학교,,,,집단급식소,952,,,위탁재활용,,,,2021-06-25,
고양시,강연(일산수산물시장),,,,음식점,654.36,,,위탁재활용,,,,2021-06-25,
고양시,강원토종삼계탕,,,,음식점,215.62,,,위탁재활용,,,,2021-06-25,
고양시,건누리병원,,,,집단급식소,127,,,위탁재활용,,,,2021-06-25,
고양시,경기영상과학고등학교,,,,집단급식소,780,,,위탁재활용,,,,2021-06-25,
고양시,경기유치원,,,,집단급식소,120,,,위탁재활용,,,,2021-06-25,
고양시,경남식당,,,,음식점,273.52,,,위탁재활용,,,,2021-06-25,
고양시,경복궁 개성손만두(일산점),,,,음식점,297,,,위탁재활용,,,,2021-06-25,
고양시,경복궁백석점,,,,음식점,617.9,,,위탁재활용,,,,2021-06-25,
고양시,경복궁부자갈비대화점,,,,음식점,879.21,,,위탁재활용,,,,2021-06-25,
고양시,고가(킨텍스점),,,,음식점,230,,,위탁재활용,,,,2021-06-25,
고양시,고기가카페,,,,음식점,355.98,,,위탁재활용,,,,2021-06-25,
고양시,고봉산장어집,,,,음식점,319.6,,,위탁재활용,,,,2021-06-25,
고양시,고봉산한우터,,,,음식점,222.09,,,위탁재활용,,,,2021-06-25,
고양시,고봉삼계탕 삼송점,,,,음식점,428.29,,,위탁재활용,,,,2021-06-25,
고양시,고봉초등학교,,,,집단급식소,480,,,위탁재활용,,,,2021-06-25,
고양시,고스이,,,,음식점,340.55,,,위탁재활용,,,,2021-06-25,
고양시,고야,,,,음식점,278.5,,,위탁재활용,,,,2021-06-25,
고양시,고양경찰서,,,,집단급식소,200,,,위탁재활용,,,,2021-06-25,
고양시,고양고등학교,,,,집단급식소,835,,,위탁재활용,,,,2021-06-25,
고양시,고양관산초등학교,,,,집단급식소,230,,,위탁재활용,,,,2021-06-25,
고양시,고양교통(주),,,,집단급식소,120,,,위탁재활용,,,,2021-06-25,
고양시,고양국제고등학교,,,,집단급식소,1870,,,위탁재활용,,,,2021-06-25,
고양시,고양동산고등학교,,,,집단급식소,800,,,위탁재활용,,,,2021-06-25,
고양시,고양동산초등학교,,,,집단급식소,840,,,위탁재활용,,,,2021-06-25,
고양시,고양백석초등학교,,,,집단급식소,670,,,위탁재활용,,,,2021-06-25,
고양시,고양수산시장,,,,음식점,438,,,위탁재활용,,,,2021-06-25,
고양시,고양시덕양구노인종합복지회관,,,,집단급식소,600,,,위탁재활용,,,,2021-06-25,
고양시,고양시청,,,,집단급식소,1260,,,위탁재활용,,,,2021-06-25,
고양시,고양신일초등학교,,,,집단급식소,1050,,,위탁재활용,,,,2021-06-25,
고양시,고양오금유치원,,,,집단급식소,230,,,위탁재활용,,,,2021-06-25,
고양시,고양오금초등학교,,,,집단급식소,125,,,위탁재활용,,,,2021-06-25,
고양시,고양외국어고등학교,,,,집단급식소,670,,,위탁재활용,,,,2021-06-25,
고양시,고양용현초등학교,,,,집단급식소,600,,,위탁재활용,,,,2021-06-25,
고양시,고양일고등학교,,,,집단급식소,619,,,위탁재활용,,,,2021-06-25,
고양시,고양제일중학교,,,,집단급식소,720,,,위탁재활용,,,,2021-06-25,
고양시,고양중학교,,,,집단급식소,560,,,위탁재활용,,,,2021-06-25,
고양시,고양초등학교,,,,집단급식소,1190,,,위탁재활용,,,,2021-06-25,
고양시,고양한내초등학교,,,,집단급식소,632,,,위탁재활용,,,,2021-06-25,
고양시,고양한식부페,,,,음식점,207.87,,,위탁재활용,,,,2021-06-25,
고양시,고양화수초등학교,,,,집단급식소,1050,,,위탁재활용,,,,2021-06-25,
고양시,고양화정초등학교,,,,집단급식소,1440,,,위탁재활용,,,,2021-06-25,
고양시,고향옥,,,,음식점,260,,,위탁재활용,,,,2021-06-25,
고양시,공생(65팸),,,,음식점,207.65,,,위탁재활용,,,,2021-06-25,
고양시,관훈하우스,,,,음식점,814.35,,,위탁재활용,,,,2021-06-25,
고양시,광성드림학교_한나래유치원,,,,집단급식소,430,,,위탁재활용,,,,2021-06-25,
고양시,교동짬뽕,,,,음식점,245,,,위탁재활용,,,,2021-06-25,
고양시,국제법률경영대학원대학교,,,,집단급식소,150,,,위탁재활용,,,,2021-06-25,
고양시,군원,,,,음식점,481.32,,,위탁재활용,,,,2021-06-25,
고양시,궁돌아구찜,,,,음식점,510,,,자가처리,,,,2021-06-25,
고양시,그래머시킨텍스[주식회사신세계푸드],,,,음식점,4131.66,,,위탁재활용,,,,2021-06-25,
고양시,그레이스병원,,,,집단급식소,240,,,자가처리,,,,2021-06-25,
고양시,그린식당,,,,음식점,333,,,위탁재활용,,,,2021-06-25,
고양시,금계초등학교,,,,집단급식소,430,,,위탁재활용,,,,2021-06-25,
고양시,금문,,,,음식점,414.9,,,위탁재활용,,,,2021-06-25,
고양시,금미덕(차이나요),,,,음식점,346.82,,,위탁재활용,,,,2021-06-25,
고양시,금송아지,,,,음식점,315.2,,,위탁재활용,,,,2021-06-25,
고양시,금수강산,,,,음식점,256.88,,,위탁재활용,,,,2021-06-25,
고양시,긴자 일산점 (주)신화푸드,,,,음식점,695.8,,,위탁재활용,,,,2021-06-25,
고양시,김가방훠궈,,,,음식점,201.85,,,위탁재활용,,,,2021-06-25,
고양시,김균석청기와뼈해장국감자탕,,,,음식점,216.6,,,위탁재활용,,,,2021-06-25,
고양시,꽃향기유치원,,,,집단급식소,295,,,위탁재활용,,,,2021-06-25,
고양시,꿈나라유치원,,,,집단급식소,160,,,위탁재활용,,,,2021-06-25,
고양시,꿈나무유치원,,,,집단급식소,100,,,위탁재활용,,,,2021-06-25,
고양시,나와바리본점,,,,음식점,276.92,,,위탁재활용,,,,2021-06-25,
고양시,나인블럭 고양점,,,,음식점,284,,,위탁재활용,,,,2021-06-25,
고양시,나주곰탕,,,,음식점,434.7,,,위탁재활용,,,,2021-06-25,
고양시,낙민초등학교,,,,집단급식소,793,,,위탁재활용,,,,2021-06-25,
고양시,낙원타코 스타필드고양점,,,,음식점,248.29,,,위탁재활용,,,,2021-06-25,
고양시,낚시꾼김춘복의도시어부(일산식사점),,,,음식점,306,,,위탁재활용,,,,2021-06-25,
고양시,남원골추어탕,,,,음식점,243.58,,,위탁재활용,,,,2021-06-25,
고양시,남원추어탕,,,,음식점,227,,,위탁재활용,,,,2021-06-25,
고양시,남원추어탕(원당),,,,음식점,300.5,,,위탁재활용,,,,2021-06-25,
고양시,내유초등학교,,,,집단급식소,720,,,위탁재활용,,,,2021-06-25,
고양시,냉천초등학교,,,,집단급식소,525,,,위탁재활용,,,,2021-06-25,
고양시,농협대학교,,,,집단급식소,3450,,,위탁재활용,,,,2021-06-25,
고양시,늘푸른병원,,,,집단급식소,350,,,위탁재활용,,,,2021-06-25,
고양시,능곡고등학교,,,,집단급식소,557,,,위탁재활용,,,,2021-06-25,
고양시,능곡식당,,,,음식점,278.4,,,위탁재활용,,,,2021-06-25,
고양시,능곡중학교,,,,집단급식소,530,,,위탁재활용,,,,2021-06-25,
고양시,능곡초등학교,,,,집단급식소,930,,,위탁재활용,,,,2021-06-25,
고양시,능원숯불갈비,,,,음식점,916.06,,,위탁재활용,,,,2021-06-25,
고양시,능원숯불갈비,,,,음식점,352,,,자가처리,,,,2021-06-25,
고양시,능이가(백숙명가),,,,음식점,393,,,위탁재활용,,,,2021-06-25,
고양시,다람쥐마을누룽지백숙,,,,음식점,316.4,,,위탁재활용,,,,2021-06-25,
고양시,다리원,,,,음식점,1674.45,,,위탁재활용,,,,2021-06-25,
고양시,다빈한우,,,,음식점,249,,,위탁재활용,,,,2021-06-25,
고양시,다선,,,,음식점,322.3,,,위탁재활용,,,,2021-06-25,
고양시,다솔유치원,,,,집단급식소,260,,,위탁재활용,,,,2021-06-25,
고양시,다솜초등학교,,,,집단급식소,760,,,위탁재활용,,,,2021-06-25,
고양시,다올,,,,음식점,250.45,,,위탁재활용,,,,2021-06-25,
고양시,다올푸드,,,,음식점,485.36,,,위탁재활용,,,,2021-06-25,
고양시,다이닝몽드,,,,음식점,485.88,,,위탁재활용,,,,2021-06-25,
고양시,닥터최의 연세마음상담의원,,,,집단급식소,150,,,위탁재활용,,,,2021-06-25,
고양시,단이네벌교꼬막 본점,,,,음식점,268.48,,,위탁재활용,,,,2021-06-25,
고양시,달빛소나타,,,,음식점,358.42,,,위탁재활용,,,,2021-06-25,
고양시,닭갈비제작소 화정점,,,,음식점,248.01,,,위탁재활용,,,,2021-06-25,
고양시,당가원(동산점),,,,음식점,203.92,,,위탁재활용,,,,2021-06-25,
고양시,대가순두부 두낙전골 대화역점,,,,음식점,233.77,,,위탁재활용,,,,2021-06-25,
고양시,대게나라(일산점),,,,음식점,562.15,,,위탁재활용,,,,2021-06-25,
고양시,대관령가는길,,,,음식점,518,,,위탁재활용,,,,2021-06-25,
고양시,대동오리,,,,음식점,290.95,,,위탁재활용,,,,2021-06-25,
고양시,대송중학교,,,,집단급식소,650,,,위탁재활용,,,,2021-06-25,
고양시,대패예찬(행신동),,,,음식점,202.56,,,위탁재활용,,,,2021-06-25,
고양시,대화고등학교,,,,집단급식소,1050,,,위탁재활용,,,,2021-06-25,
고양시,대화중학교,,,,집단급식소,645,,,위탁재활용,,,,2021-06-25,
고양시,대화초등학교,,,,집단급식소,700,,,위탁재활용,,,,2021-06-25,
고양시,더 담,,,,음식점,299.63,,,위탁재활용,,,,2021-06-25,
고양시,더 베이커스가든 고양원흥점,,,,음식점,221,,,위탁재활용,,,,2021-06-25,
고양시,더&반,,,,음식점,453,,,위탁재활용,,,,2021-06-25,
고양시,더(The) 701,,,,음식점,332.3,,,위탁재활용,,,,2021-06-25,
고양시,더나루,,,,음식점,249.45,,,위탁재활용,,,,2021-06-25,
고양시,더누룽지,,,,음식점,312.7,,,위탁재활용,,,,2021-06-25,
고양시,더블브이커피,,,,음식점,442.6,,,위탁재활용,,,,2021-06-25,
고양시,더삶(큰숲제빵소),,,,음식점,411,,,위탁재활용,,,,2021-06-25,
고양시,더츠커피팩토리,,,,음식점,427.92,,,위탁재활용,,,,2021-06-25,
고양시,더하다 한방병원,,,,집단급식소,170,,,위탁재활용,,,,2021-06-25,
고양시,덕양구청-자치행정과,,,,음식점,469.96,,,위탁재활용,,,,2021-06-25,
고양시,덕양중학교,,,,집단급식소,210,,,위탁재활용,,,,2021-06-25,
고양시,덕은식당,,,,음식점,269,,,위탁재활용,,,,2021-06-25,
고양시,덕은초등학교,,,,집단급식소,600,,,위탁재활용,,,,2021-06-25,
고양시,덕이고등학교,,,,집단급식소,926,,,위탁재활용,,,,2021-06-25,
고양시,덕이골,,,,음식점,298.89,,,위탁재활용,,,,2021-06-25,
고양시,덕이동 반값소,,,,음식점,232.5,,,위탁재활용,,,,2021-06-25,
고양시,덕이동주막,,,,음식점,349.74,,,위탁재활용,,,,2021-06-25,
고양시,덕이중학교,,,,집단급식소,950,,,위탁재활용,,,,2021-06-25,
고양시,덕이초등학교,,,,집단급식소,360,,,위탁재활용,,,,2021-06-25,
고양시,데블스다이너 고양점,,,,음식점,235.22,,,위탁재활용,,,,2021-06-25,
고양시,델리 일산직업능력개발원,,,,집단급식소,500,,,위탁재활용,,,,2021-06-25,
고양시,델리철도차량정비단,,,,집단급식소,700,,,위탁재활용,,,,2021-06-25,
